verd,stadur,date
360000,201 Kópavogur,2026-03-18
350000,105 Reykjavík,2026-03-18
385000,108 Reykjavík,2026-03-18
410000,113 Reykjavík,2026-03-18
395000,200 Kópavogur,2026-03-18
385000,105 Reykjavík,2026-03-18
330000,108 Reykjavík,2026-03-18
350000,105 Reykjavík,2026-03-18
375000,200 Kópavogur,2026-03-18
330000,200 Kópavogur,2026-03-18
480000,110 Reykjavík,2026-03-18
390000,101 Reykjavík,2026-03-18
395000,109 Reykjavík,2026-03-18
340000,203 Kópavogur,2026-03-18
350000,113 Reykjavík,2026-03-18
295000,110 Reykjavík,2026-03-18
430000,201 Kópavogur,2026-03-18
349000,101 Reykjavík,2026-03-18
400000,108 Reykjavík,2026-03-18
350000,105 Reykjavík,2026-03-18
350000,112 Reykjavík,2026-03-18
390000,201 Kópavogur,2026-03-18
298000,800 Selfoss,2026-03-18
350000,105 Reykjavík,2026-03-18
340000,101 Reykjavík,2026-03-18
390000,101 Reykjavík,2026-03-18
315000,800 Selfoss,2026-03-18
340000,108 Reykjavík,2026-03-18
345000,110 Reykjavík,2026-03-18
400000,210 Garðabær,2026-03-18
285000,800 Selfoss,2026-03-18
425000,210 Garðabær,2026-03-18
300000,200 Kópavogur,2026-03-18
350000,210 Garðabær,2026-03-18
445000,102 Reykjavík,2026-03-18
370000,201 Kópavogur,2026-03-18
395000,200 Kópavogur,2026-03-18
360000,105 Reykjavík,2026-03-18
310000,800 Selfoss,2026-03-18
400000,113 Reykjavík,2026-03-18
380000,201 Kópavogur,2026-03-18
355000,111 Reykjavík,2026-03-18
395000,200 Kópavogur,2026-03-18
360000,112 Reykjavík,2026-03-18
350000,203 Kópavogur,2026-03-18
400000,210 Garðabær,2026-03-18
385000,221 Hafnarfjörður,2026-03-18
450000,102 Reykjavík,2026-03-18
300000,113 Reykjavík,2026-03-18
399000,102 Reykjavík,2026-03-18
420000,102 Reykjavík,2026-03-18
500000,101 Reykjavík,2026-03-18
395000,101 Reykjavík,2026-03-18
365000,104 Reykjavík,2026-03-18
365000,110 Reykjavík,2026-03-18
370000,109 Reykjavík,2026-03-18
360000,201 Kópavogur,2026-03-18
370000,101 Reykjavík,2026-03-18
360000,210 Garðabær,2026-03-18
335000,109 Reykjavík,2026-03-18
250000,620 Dalvík,2026-03-18
250000,620 Dalvík,2026-03-18
348000,102 Reykjavík,2026-03-18
323000,800 Selfoss,2026-03-18
468000,101 Reykjavík,2026-03-18
360000,101 Reykjavík,2026-03-18
340000,102 Reykjavík,2026-03-18
130000,105 Reykjavík,2026-03-18
330000,603 Akureyri (utan Glerár),2026-03-18
320000,105 Reykjavík,2026-03-18
400000,105 Reykjavík,2026-03-18
355000,201 Kópavogur,2026-03-18
410000,210 Garðabær,2026-03-18
370000,200 Kópavogur,2026-03-18
790000,105 Reykjavík,2026-03-18
790000,105 Reykjavík,2026-03-18
270000,800 Selfoss,2026-03-18
360000,210 Garðabær,2026-03-18
370000,104 Reykjavík,2026-03-18
365000,104 Reykjavík,2026-03-18
385000,104 Reykjavík,2026-03-18
350000,104 Reykjavík,2026-03-18
370000,102 Reykjavík,2026-03-18
300000,800 Selfoss,2026-03-18
420000,200 Kópavogur,2026-03-18
395000,109 Reykjavík,2026-03-18
445000,201 Kópavogur,2026-03-18
295000,800 Selfoss,2026-03-18
390000,113 Reykjavík,2026-03-18
325000,113 Reykjavík,2026-03-18
295000,800 Selfoss,2026-03-18
490000,101 Reykjavík,2026-03-18
310000,200 Kópavogur,2026-03-18
360000,101 Reykjavík,2026-03-18
420000,102 Reykjavík,2026-03-18
310000,113 Reykjavík,2026-03-18
300000,109 Reykjavík,2026-03-18
285000,580 Siglufjörður,2026-03-18
429000,200 Kópavogur,2026-03-18
330000,800 Selfoss,2026-03-18
415000,101 Reykjavík,2026-03-18
350000,203 Kópavogur,2026-03-18
375000,104 Reykjavík,2026-03-18
390000,101 Reykjavík,2026-03-18
340000,800 Selfoss,2026-03-18
485000,101 Reykjavík,2026-03-18
380000,201 Kópavogur,2026-03-18
380000,210 Garðabær,2026-03-18
420000,110 Reykjavík,2026-03-18
400000,108 Reykjavík,2026-03-18
385000,108 Reykjavík,2026-03-18
450000,101 Reykjavík,2026-03-18
380000,105 Reykjavík,2026-03-18
390000,210 Garðabær,2026-03-18
390000,103 Reykjavík,2026-03-18
370000,210 Garðabær,2026-03-18
340000,102 Reykjavík,2026-03-18
285000,105 Reykjavík,2026-03-18
350000,112 Reykjavík,2026-03-18
320000,104 Reykjavík,2026-03-18
700000,101 Reykjavík,2026-03-18
395000,104 Reykjavík,2026-03-18
380000,105 Reykjavík,2026-03-18
335000,104 Reykjavík,2026-03-18
220000,311 Borgarnes (dreifbýli),2026-03-18
250000,640 Húsavík,2026-03-18
310000,105 Reykjavík,2026-03-18
250000,640 Húsavík,2026-03-18
250000,105 Reykjavík,2026-03-18
300000,800 Selfoss,2026-03-18
430000,105 Reykjavík,2026-03-18
340000,112 Reykjavík,2026-03-18
365000,108 Reykjavík,2026-03-18
250000,580 Siglufjörður,2026-03-18
345000,105 Reykjavík,2026-03-18
380000,112 Reykjavík,2026-03-18
385000,105 Reykjavík,2026-03-18
305000,101 Reykjavík,2026-03-18
410000,112 Reykjavík,2026-03-18
250000,105 Reykjavík,2026-03-18
400000,102 Reykjavík,2026-03-18
350000,101 Reykjavík,2026-03-18
540000,101 Reykjavík,2026-03-18
300000,111 Reykjavík,2026-03-18
350000,112 Reykjavík,2026-03-18
256000,311 Borgarnes (dreifbýli),2026-03-18
300000,105 Reykjavík,2026-03-18
300000,105 Reykjavík,2026-03-18
375000,105 Reykjavík,2026-03-18
297000,101 Reykjavík,2026-03-18
