Ár;Mánuður;Heiti;Bankar, sparisjóðir og lánafyrirtæki;Verðbréfa- og fjárfestingarsjóðir;Lífeyrissjóðir;Fyrirtæki;Tryggingafélög;Einstaklingar;Aðrir;Erlendir aðilar
2012;des;RIKS 30 0701;22160;3347;34874;286;;385;258;1037
2012;des;RIKS 33 0321;911;143;4237;302;;1710;2160;114
2012;des;Víxlar alls;7095;6885;;5321;;39;580;18650
2012;nóv;RIKB 13 0517;1103;980;968;2642;;1744;6697;90885
2012;nóv;RIKB 14 0314;928;2531;234;973;;191;1455;22211
2012;nóv;RIKB 16 1013;967;2493;2036;1555;;2079;3948;52912
2012;nóv;RIKB 19 0226;2194;13761;30598;7566;;3918;5448;22338
2012;nóv;RIKB 22 1026;1892;9379;18529;525;;317;1077;1130
2012;nóv;RIKB 25 0612;2793;5438;69981;1959;;1209;5581;1443
2012;nóv;RIKB 31 0124;1103;2660;32762;87;;117;70;720
2012;nóv;RIKH 18 1009;208436;2175;;1500;;;500;300
2012;nóv;RIKS 15 1001;189;2660;6652;455;;688;329;149
2012;nóv;RIKS 21 0414;4554;29183;17987;3031;;3885;3703;638
2012;nóv;RIKS 30 0701;22160;3347;34874;286;;385;258;1037
2012;nóv;RIKS 33 0321;306;143;4237;280;;1379;2160;86
2012;nóv;Víxlar alls;5011;7234;;5305;;40;730;21450
2012;okt;RIKB 13 0517;1819;1971;968;1977;;1750;6697;89578
2012;okt;RIKB 14 0314;1485;4270;284;401;;191;1460;18191
2012;okt;RIKB 16 1013;1767;2213;2136;1550;;2212;4152;50474
2012;okt;RIKB 19 0226;2362;12540;31898;7974;;4073;5888;21891
2012;okt;RIKB 22 1026;1461;9470;18629;764;;319;1642;1085
2012;okt;RIKB 25 0612;3301;4678;70176;1968;;1268;5664;1459
2012;okt;RIKB 31 0124;910;2861;29660;88;;108;71;720
2012;okt;RIKH 18 1009;209936;2675;;;;;;300
2012;okt;RIKS 15 1001;183;2660;6802;305;;695;329;149
2012;okt;RIKS 21 0414;4259;29349;17402;2617;;3840;3618;640
2012;okt;RIKS 30 0701;22160;3351;34874;286;;381;258;1037
2012;okt;RIKS 33 0321;170;143;4237;70;;1143;2160;43
2012;okt;Víxlar alls;4011;6034;;5305;;40;730;30800
2012;sep;RIKB 13 0517;1776;652;968;1977;;1750;6702;90084
2012;sep;RIKB 14 0314;741;6466;345;392;;133;1460;14036
2012;sep;RIKB 16 1013;2259;5463;2136;1615;;2192;4152;48935
2012;sep;RIKB 19 0226;3029;12398;32033;7890;;4156;5968;21268
2012;sep;RIKB 22 1026;2408;7867;18559;766;;323;1642;1045
2012;sep;RIKB 25 0612;1987;5869;70112;1976;;1252;5694;1545
2012;sep;RIKB 31 0124;285;3011;28198;88;;108;71;560
2012;sep;RIKH 18 1009;210036;2575;;;;;;300
2012;sep;RIKS 15 1001;183;2679;6802;285;;695;329;149
2012;sep;RIKS 21 0414;4290;29552;17356;2535;;3871;3558;638
2012;sep;RIKS 30 0701;22160;3351;34874;286;;381;258;1037
2012;sep;RIKS 33 0321;114;143;4237;70;;888;330;
2012;sep;Víxlar alls;12;6583;;5305;;40;400;33100
2012;ágú;RIKB 13 0517;2189;1242;968;2086;;1918;6702;89627
2012;ágú;RIKB 14 0314;1473;5306;545;696;;171;1460;9264
2012;ágú;RIKB 16 1013;1518;5714;2136;1641;;2277;4152;46053
2012;ágú;RIKB 19 0226;2605;14378;32439;7333;;4243;6093;19690
2012;ágú;RIKB 22 1026;2122;6298;15795;1437;;318;970;1000
2012;ágú;RIKB 25 0612;2168;5767;69045;1970;;1342;5674;1547
2012;ágú;RIKB 31 0124;985;3811;26570;92;;139;71;453
2012;ágú;RIKH 18 1009;210036;2575;;;;;;300
2012;ágú;RIKS 15 1001;183;2609;7107;240;;695;189;149
2012;ágú;RIKS 21 0414;4138;29665;18346;2216;;3945;3728;657
2012;ágú;RIKS 30 0701;22160;3801;34424;286;;381;258;1037
2012;ágú;RIKS 33 0321;826;143;4237;70;;506;;
2012;ágú;Víxlar alls;4011;5834;;4305;;40;;33100
2012;júl;RIKB 12 0824;3462;4622;690;4728;;898;5366;37011
2012;júl;RIKB 13 0517;2427;250;968;2086;;1918;6422;79044
2012;júl;RIKB 14 0314;3725;3571;480;690;;513;761;3771
2012;júl;RIKB 16 1013;927;7745;2316;1843;;2309;4152;44754
2012;júl;RIKB 19 0226;6495;15238;32984;7532;;4273;5983;15013
2012;júl;RIKB 22 1026;3213;3496;15145;1058;;160;873;263
2012;júl;RIKB 25 0612;1357;8775;67384;2063;;1376;5731;1480
2012;júl;RIKB 31 0124;1235;3711;25470;92;;139;71;453
2012;júl;RIKH 18 1009;210061;2725;;;;;;125
2012;júl;RIKS 15 1001;183;2279;7367;310;;695;189;149
2012;júl;RIKS 21 0414;5927;28455;17946;2223;;3893;3833;454
2012;júl;RIKS 30 0701;26140;1081;33203;276;;381;230;1037
2012;júl;RIKS 33 0321;23;143;4237;70;;506;;
2012;júl;Víxlar alls;4011;4784;;4305;;40;;34900
2012;jún;RIKB 12 0824;2412;5614;690;4854;;904;5786;39011
2012;jún;RIKB 13 0517;1939;565;968;2086;;1937;6422;79998
2012;jún;RIKB 14 0314;3154;4151;370;695;;522;341;2770
2012;jún;RIKB 16 1013;2237;7584;2286;1820;;2393;4112;44207
2012;jún;RIKB 19 0226;8075;15600;33204;7565;;4329;5923;11026
2012;jún;RIKB 22 1026;2209;4451;14218;917;;160;170;263
2012;jún;RIKB 25 0612;1429;10608;66714;2080;;1391;5651;1481
2012;jún;RIKB 31 0124;1750;4111;25725;92;;139;71;353
2012;jún;RIKH 18 1009;210061;2725;;;;;;125
2012;jún;RIKS 15 1001;177;2279;7367;310;;701;189;149
2012;jún;RIKS 21 0414;6227;26695;18799;2292;;3908;4252;455
2012;jún;RIKS 30 0701;26340;1081;33003;276;;381;230;1037
2012;jún;RIKS 33 0321;1565;143;2807;70;;394;;
2012;jún;Víxlar alls;4011;4784;100;4405;;40;;31900
2012;maí;RIKB 12 0824;2341;4792;690;4854;;910;5586;50847
2012;maí;RIKB 13 0517;4089;1897;1778;2465;;2170;6997;70521
2012;maí;RIKB 14 0314;3878;3629;170;459;;523;300;1820
2012;maí;RIKB 16 1013;922;5666;2326;1818;;2423;4162;38107
2012;maí;RIKB 19 0226;10965;14069;32709;7950;;4502;6073;10004
2012;maí;RIKB 22 1026;2466;3753;13295;517;;161;142;264
2012;maí;RIKB 25 0612;1112;10879;66811;2297;;1415;5751;764
2012;maí;RIKB 31 0124;1368;4193;27527;92;;139;71;350
2012;maí;RIKH 18 1009;190463;3125;;;;;;125
2012;maí;RIKS 15 1001;181;2313;7327;310;;702;189;149
2012;maí;RIKS 21 0414;4383;27672;19795;2563;;3955;4406;456
2012;maí;RIKS 30 0701;28390;792;31261;274;;381;213;1037
2012;maí;RIKS 33 0321;23;143;2807;70;;394;;
2012;maí;Víxlar alls;4000;4950;100;500;;52;;31662
2012;apr;RIKB 12 0824;2696;5394;690;4851;;939;5586;45765
2012;apr;RIKB 13 0517;2349;3785;2234;2265;;2173;7197;69446
2012;apr;RIKB 14 0314;2612;4042;;185;;346;270;823
2012;apr;RIKB 16 1013;1581;4420;2226;1809;;2451;4132;38079
2012;apr;RIKB 19 0226;13762;15263;30687;7843;;4334;5876;8553
2012;apr;RIKB 22 1026;2348;6059;11360;461;;161;2;286
2012;apr;RIKB 25 0612;3128;11117;64855;2159;;1787;5721;1206
2012;apr;RIKB 31 0124;1119;5447;25563;146;;400;71;348
2012;apr;RIKH 18 1009;202623;2125;;;;;;125
2012;apr;RIKS 15 1001;184;2330;7327;310;;702;169;149
2012;apr;RIKS 21 0414;3741;27672;19742;2523;;3868;4211;437
2012;apr;RIKS 30 0701;28390;792;31261;274;;381;213;1037
2012;apr;RIKS 33 0321;143;;;;;274;;
2012;apr;Víxlar alls;4000;5300;100;2400;;52;;26662
2012;mar;RIKB 12 0824;2450;4514;590;4725;;1031;5586;44845
2012;mar;RIKB 13 0517;2463;3923;2234;2280;;2207;7297;66961
2012;mar;RIKB 14 0314;2535;2470;;153;;342;180;
2012;mar;RIKB 16 1013;1774;6016;2226;1772;;2513;4142;38296
2012;mar;RIKB 19 0226;12759;16108;31047;7839;;4581;5682;7878
2012;mar;RIKB 22 1026;1448;6398;11450;462;;161;62;228
2012;mar;RIKB 25 0612;3972;10395;64145;2289;;1710;5871;1206
2012;mar;RIKB 31 0124;1374;5192;25263;146;;400;71;348
2012;mar;RIKH 18 1009;214648;2100;;;;;;125
2012;mar;RIKS 15 1001;183;2030;7627;310;;703;169;149
2012;mar;RIKS 21 0414;4499;28077;19742;2366;;3847;4396;437
2012;mar;RIKS 30 0701;28411;792;31261;274;;360;213;1037
2012;mar;Víxlar alls;4000;6842;200;2448;;52;162;38803
2012;feb;RIKB 12 0824;2914;4812;390;4725;;971;5525;45059
2012;feb;RIKB 13 0517;2181;4619;2234;2335;;2212;7297;66707
2012;feb;RIKB 16 1013;2030;8424;2226;1864;;2615;4142;35025
2012;feb;RIKB 19 0226;11990;16896;31141;7598;;4910;5641;7357
2012;feb;RIKB 22 1026;2658;4927;11250;467;;253;62;231
2012;feb;RIKB 25 0612;4344;9530;63215;2601;;1706;6081;1227
2012;feb;RIKB 31 0124;1554;4799;24813;146;;364;71;345
2012;feb;RIKH 18 1009;191408;2180;;;;;;125
2012;feb;RIKS 15 1001;19829;1979;7747;310;;707;149;149
2012;feb;RIKS 21 0414;3157;29597;19635;2363;;3152;4084;557
2012;feb;RIKS 30 0701;34324;792;25437;274;;271;213;1037
2012;feb;Víxlar alls;;8460;400;2948;;52;262;37918
2012;jan;RIKB 12 0824;3564;4994;490;4725;;971;5328;43058
2012;jan;RIKB 13 0517;3274;4675;2104;2335;;2232;7190;67276
2012;jan;RIKB 16 1013;2098;7449;2226;2099;;2642;4275;34142
2012;jan;RIKB 19 0226;12400;16335;31071;7607;;5174;5667;7532
2012;jan;RIKB 22 1026;3718;6582;8375;424;;269;81;99
2012;jan;RIKB 25 0612;6862;10503;58110;2690;;1806;6579;1193
2012;jan;RIKB 31 0124;1615;4887;21374;142;;244;144;345
2012;jan;RIKH 18 1009;192228;1360;;;;;;125
2012;jan;RIKS 15 1001;19829;1628;8147;310;;708;100;149
2012;jan;RIKS 21 0414;2538;29954;19735;2300;;2948;3911;474
2012;jan;RIKS 30 0701;30620;661;13504;216;;105;192;
2012;jan;Víxlar alls;4000;9634;400;2971;;52;566;35618
2011;des;RIKB 12 0824;3479;5017;490;4856;;1051;5128;42024
2011;des;RIKB 13 0517;2941;3640;2104;2335;;2196;7190;66479
2011;des;RIKB 16 1013;1905;6976;2226;2087;;2617;4287;34152
2011;des;RIKB 19 0226;12611;15098;32471;8076;;4626;5751;7481
2011;des;RIKB 22 1026;1759;6195;6985;210;;13;81;
2011;des;RIKB 25 0612;3712;11803;57080;5294;;2164;6653;1108
2011;des;RIKB 31 0124;953;5049;21252;168;;412;331;343
2011;des;RIKH 18 1009;193188;400;;;;;;125
2011;des;RIKS 15 1001;19829;1168;8607;310;;708;100;149
2011;des;RIKS 21 0414;2152;28281;21026;1746;;3306;4034;520
2011;des;RIKS 30 0701;30620;661;13504;216;;105;192;
2011;des;Víxlar alls;4500;17312;448;5621;;57;1810;29118
2011;nóv;RIKB 12 0824;3352;5571;490;4356;;1051;1261;44890
2011;nóv;RIKB 13 0517;2790;4306;2157;2396;;2264;1228;71794
2011;nóv;RIKB 16 1013;1066;7983;2126;1977;;2808;1399;37234
2011;nóv;RIKB 19 0226;10771;14480;32764;9224;;4617;5724;8793
2011;nóv;RIKB 22 1026;1273;6797;6485;560;;13;5;
2011;nóv;RIKB 25 0612;3733;13836;54041;6352;;2343;2134;5874
2011;nóv;RIKB 31 0124;2640;5646;19229;168;;432;381;343
2011;nóv;RIKH 18 1009;193188;400;;;;;;125
2011;nóv;RIKS 15 1001;19829;1165;8607;310;;701;100;149
2011;nóv;RIKS 21 0414;2676;25628;22414;2320;;3812;3986;528
2011;nóv;RIKS 30 0701;31620;638;12556;210;;105;168;
2011;nóv;Víxlar alls;5735;17269;480;5521;;57;946;28673
2011;okt;RIKB 12 0824;3572;6385;540;4359;;884;789;44904
2011;okt;RIKB 13 0517;3253;4465;2090;2332;;2301;1180;69479
2011;okt;RIKB 16 1013;2181;7481;2091;2206;;2804;1284;34136
2011;okt;RIKB 19 0226;12478;13178;33051;9183;;4605;5815;8912
2011;okt;RIKB 22 1026;3268;4385;5885;410;;;5;
2011;okt;RIKB 25 0612;6650;11302;54827;6183;;1951;1907;5943
2011;okt;RIKB 31 0124;2630;4716;17765;181;;192;21;343
2011;okt;RIKH 18 1009;225738;400;;;;;;75
2011;okt;RIKS 15 1001;19829;886;8607;589;;701;100;149
2011;okt;RIKS 21 0414;2426;26029;22945;2587;;4125;3769;514
2011;okt;RIKS 30 0701;;638;12556;210;;105;168;
2011;okt;Víxlar alls;2250;19219;530;3771;;157;1283;31233
2011;sep;RIKB 12 0824;3015;5429;540;4459;;884;704;44842
2011;sep;RIKB 13 0517;2309;2642;1796;2442;;2407;1097;69106
2011;sep;RIKB 16 1013;1254;7577;2043;2222;;2865;1131;33189
2011;sep;RIKB 19 0226;11280;16034;30367;9739;;4582;5441;9428
2011;sep;RIKB 25 0612;5275;14339;54002;5959;;1888;1902;5999
2011;sep;RIKB 31 0124;3012;5607;16950;181;;203;21;316
2011;sep;RIKH 18 1009;226013;200;;;;;;
2011;sep;RIKS 15 1001;19829;886;8607;589;;701;100;149
2011;sep;RIKS 21 0414;2572;26094;22360;2452;;4004;3719;514
2011;sep;RIKS 30 0701;;638;12556;210;;105;168;
2011;sep;Víxlar alls;1840;22013;840;3771;;65;1553;23760
2011;ágú;RIKB 12 0824;1840;7094;490;3657;;884;644;44813
2011;ágú;RIKB 13 0517;4050;992;1642;2322;;2590;1102;69471
2011;ágú;RIKB 16 1013;1738;9221;2043;2055;;2724;1269;29981
2011;ágú;RIKB 19 0226;8744;17370;29716;9676;;5343;5246;10534
2011;ágú;RIKB 25 0612;6037;11474;56117;5564;;2258;2001;5912
2011;ágú;RIKB 31 0124;1479;5345;17950;215;;402;21;317
2011;ágú;RIKH 18 1009;226013;200;;;;;;
2011;ágú;RIKS 15 1001;19829;885;8606;589;;703;100;149
2011;ágú;RIKS 21 0414;4584;24790;21457;2588;;3774;3657;514
2011;ágú;RIKS 30 0701;;638;12556;210;;105;168;
2011;ágú;Víxlar alls;3390;23463;890;4521;;61;1513;24410
2011;júl;RIKB 12 0824;2959;5760;390;4216;;855;644;42889
2011;júl;RIKB 13 0517;3176;4414;1542;2524;;2601;1102;68989
2011;júl;RIKB 16 1013;1386;11114;2218;1472;;3537;2289;22850
2011;júl;RIKB 19 0226;8440;19094;28164;8978;;6344;4487;10186
2011;júl;RIKB 25 0612;7152;11351;53145;4745;;3700;2042;5536
2011;júl;RIKB 31 0124;3091;4092;18106;241;;404;74;317
2011;júl;RIKH 18 1009;226013;200;;;;;;
2011;júl;RIKS 15 1001;19829;885;8606;589;;703;100;149
2011;júl;RIKS 21 0414;4214;24619;21963;1869;;4230;3650;514
2011;júl;RIKS 30 0701;;638;11949;105;;105;168;
2011;júl;Víxlar alls;4850;26528;1190;4121;;246;1571;16550
2011;jún;RIKB 11 0722;1904;4251;2486;1396;;725;782;56286
2011;jún;RIKB 12 0824;3739;6060;1862;4366;;950;902;37853
2011;jún;RIKB 13 0517;2806;2860;1688;2664;;2659;1151;63821
2011;jún;RIKB 16 1013;1275;10543;2371;1475;;3306;1989;12539
2011;jún;RIKB 19 0226;8294;20088;27744;9088;;7059;4587;8449
2011;jún;RIKB 25 0612;5619;13159;52671;4803;;4149;2092;5533
2011;jún;RIKB 31 0124;2825;3329;17956;241;;408;74;317
2011;jún;RIKH 18 1009;226013;200;;;;;;
2011;jún;RIKS 15 1001;19829;885;8606;589;;703;100;149
2011;jún;RIKS 21 0414;4351;25685;21653;1715;;4079;3385;556
2011;jún;Víxlar alls;5254;23323;1290;4121;;307;1371;17186
2011;maí;RIKB 11 0722;1355;3651;2486;1398;;735;782;60608
2011;maí;RIKB 12 0824;4255;5876;1862;4116;;982;902;35749
2011;maí;RIKB 13 0517;2968;600;1693;2914;;2688;1151;64706
2011;maí;RIKB 16 1013;3991;10305;2742;1486;;3178;1994;5832
2011;maí;RIKB 19 0226;11150;18699;27432;8738;;6979;4324;8387
2011;maí;RIKB 25 0612;5919;12885;52367;4808;;4124;2093;5630
2011;maí;RIKB 31 0124;2464;3471;17841;193;;404;74;317
2011;maí;RIKH 18 1009;226013;200;;;;;;
2011;maí;RIKS 15 1001;19822;885;8606;589;;709;100;149
2011;maí;RIKS 21 0414;5670;25114;21553;1693;;3968;3385;571
2011;maí;Víxlar alls;5254;24658;1290;4221;;301;1371;22091
2011;apr;RIKB 11 0722;2388;3299;2486;1398;;738;782;59034
2011;apr;RIKB 12 0824;4293;6603;1432;4056;;985;872;31668
2011;apr;RIKB 13 0517;2750;334;1693;3069;;2778;1151;62524
2011;apr;RIKB 16 1013;1571;12532;2552;1434;;2629;1994;5231
2011;apr;RIKB 19 0226;12168;18422;25632;8698;;7119;4385;8586
2011;apr;RIKB 25 0612;6963;12808;50374;5219;;4206;2116;5639
2011;apr;RIKB 31 0124;1569;2936;10663;209;;364;74;317
2011;apr;RIKH 18 1009;226213;;;;;;;
2011;apr;RIKS 15 1001;19822;885;8606;589;;709;100;149
2011;apr;RIKS 21 0414;3305;22120;18127;1172;;3486;2775;456
2011;apr;Víxlar alls;4324;19449;1290;3698;;401;1212;24406
2011;mar;RIKB 11 0722;1468;3891;2486;1398;;749;782;58872
2011;mar;RIKB 12 0824;4786;4917;1407;4096;;1011;842;29690
2011;mar;RIKB 13 0517;3254;680;1693;3069;;2824;1151;61857
2011;mar;RIKB 16 1013;1753;12199;2552;1543;;2586;2090;4878
2011;mar;RIKB 19 0226;9536;20239;25171;8890;;8141;4884;8117
2011;mar;RIKB 25 0612;5605;14222;50139;5357;;4022;2395;5681
2011;mar;RIKB 31 0124;2784;3879;8434;298;;406;121;305
2011;mar;RIKH 18 1009;226213;;;;;;;
2011;mar;RIKS 15 1001;19822;885;8606;589;;709;100;149
2011;mar;RIKS 21 0414;5021;19725;17945;982;;3589;2964;406
2011;mar;Víxlar alls;6097;19485;1692;1400;;400;1130;33690
2011;feb;RIKB 11 0722;1977;3306;2695;1439;;735;782;56732
2011;feb;RIKB 12 0824;2470;6778;1407;4011;;1033;882;27351
2011;feb;RIKB 13 0517;3797;1548;1678;2984;;2914;951;58117
2011;feb;RIKB 16 1013;2467;13675;2552;1321;;2566;2089;5606
2011;feb;RIKB 19 0226;10801;19203;24273;8950;;8495;5320;8123
2011;feb;RIKB 25 0612;4097;13710;51575;5387;;4206;2668;5690
2011;feb;RIKB 31 0124;2454;4288;6872;230;;376;121;305
2011;feb;RIKH 18 1009;203740;;;;;;;
2011;feb;RIKS 15 1001;19822;885;8606;589;;709;100;149
2011;feb;RIKS 21 0414;6174;19576;17735;945;;3568;3029;253
2011;feb;Víxlar alls;5378;20885;1792;1951;;443;1830;33473
2011;jan;RIKB 11 0722;2036;4213;2695;1321;;751;842;57137
2011;jan;RIKB 12 0824;2681;6854;1407;3911;;1068;712;20917
2011;jan;RIKB 13 0517;3475;3356;1904;2990;;3137;3651;57486
2011;jan;RIKB 16 1013;1568;13649;2635;1535;;2782;2039;5292
2011;jan;RIKB 19 0226;10833;19505;22864;9546;;8529;8051;8351
2011;jan;RIKB 25 0612;5015;13867;49892;5495;;4459;2915;5690
2011;jan;RIKB 31 0124;3206;4325;3082;226;;316;111;5
2011;jan;RIKH 18 1009;203740;;;;;;;
2011;jan;RIKS 15 1001;19822;885;8606;589;;709;100;149
2011;jan;RIKS 21 0414;7932;18502;16859;947;;3435;2975;181
2011;jan;Víxlar alls;5059;20491;1792;1951;;367;1715;31163
2010;des;RIKB 11 0722;1486;5715;2766;1967;;868;971;52728
2010;des;RIKB 12 0824;2178;6118;1437;3673;;1048;534;19613
2010;des;RIKB 13 0517;3566;3617;1904;3000;;3022;3601;54610
2010;des;RIKB 16 1013;1115;10855;2181;1261;;2334;1993;2471
2010;des;RIKB 19 0226;10383;21408;21546;9382;;8348;8111;8502
2010;des;RIKB 25 0612;7227;14952;46498;5716;;4191;2925;5923
2010;des;RIKH 18 1009;214266;;;;;;;
2010;des;RIKS 15 1001;19822;884;8606;589;;710;100;147
2010;des;RIKS 21 0414;7981;18313;16865;803;;3552;2975;131
2010;des;Víxlar alls;4304;21110;1692;4371;;469;2320;37768
2010;nóv;RIKB 10 1210;386;1049;8;1171;;1879;372;67997
2010;nóv;RIKB 11 0722;5761;8368;2866;2141;;956;1445;33769
2010;nóv;RIKB 12 0824;3231;5742;2022;3358;;1234;786;9892
2010;nóv;RIKB 13 0517;4252;2954;2047;3008;;3049;3801;53189
2010;nóv;RIKB 16 1013;3781;10685;2462;990;;1843;1859;1042
2010;nóv;RIKB 19 0226;12866;19724;20594;9473;;8746;7805;8472
2010;nóv;RIKB 25 0612;7239;13347;47393;5949;;4569;2978;5857
2010;nóv;RIKH 18 1009;230055;;;;;;;
2010;nóv;RIKS 15 1001;19821;884;8606;589;;711;100;149
2010;nóv;RIKS 21 0414;8665;18989;16098;870;;3317;2890;156
2010;nóv;Víxlar alls;5487;22590;1380;4381;;590;1895;34049
2010;okt;RIKB 10 1210;405;49;8;1856;;2471;572;76620
2010;okt;RIKB 11 0722;4924;10755;2771;2171;;1001;1091;31792
2010;okt;RIKB 12 0824;4945;6698;1337;481;;714;461;1881
2010;okt;RIKB 13 0517;2651;4188;1847;2840;;3057;1701;56839
2010;okt;RIKB 16 1013;1060;2575;1360;119;;330;531;
2010;okt;RIKB 19 0226;13503;19279;19447;9408;;8756;4961;12425
2010;okt;RIKB 25 0612;5317;13745;48867;6501;;4932;2578;5843
2010;okt;RIKH 18 1009;230055;;;;;;;
2010;okt;RIKS 15 1001;19821;884;8606;589;;711;100;149
2010;okt;RIKS 21 0414;4704;16825;15623;880;;3334;2975;152
2010;okt;Víxlar alls;5717;25424;1339;4799;;738;2061;34210
2010;sep;RIKB 10 1210;144;149;8;2156;;2797;572;75778
2010;sep;RIKB 11 0722;4495;11759;3338;2252;;1009;1091;29662
2010;sep;RIKB 12 0824;5210;5184;1757;371;;558;461;1466
2010;sep;RIKB 13 0517;2922;3685;1577;4595;;3046;1701;55897
2010;sep;RIKB 19 0226;16369;22088;16475;8632;;8235;3988;12126
2010;sep;RIKB 25 0612;8219;12591;47216;5919;;4834;2678;5876
2010;sep;RIKH 18 1009;229335;;;;;;;
2010;sep;RIKS 15 1001;19821;884;8606;589;;711;100;149
2010;sep;RIKS 21 0414;4863;14865;14073;912;;3266;2160;120
2010;sep;Víxlar alls;9401;29802;2104;6258;;800;2854;30970
2010;ágú;RIKB 10 1210;758;49;8;2424;;2783;572;76250
2010;ágú;RIKB 11 0722;5354;12016;3745;1917;;926;1193;29694
2010;ágú;RIKB 12 0824;3974;2551;47;50;;;;200
2010;ágú;RIKB 13 0517;3660;5012;1577;4454;;2998;511;55202
2010;ágú;RIKB 19 0226;14007;22886;16741;8914;;8754;4802;11816
2010;ágú;RIKB 25 0612;6833;12615;47901;6771;;5077;2829;5972
2010;ágú;RIKH 18 1009;192493;;;;;;;
2010;ágú;RIKS 15 1001;19846;884;8606;589;;711;100;149
2010;ágú;RIKS 21 0414;8371;10038;12364;731;;1308;1648;48
2010;ágú;Víxlar alls;6170;29406;1804;3945;;490;2029;30620
2010;júl;RIKB 10 1210;1987;49;8;2424;;2799;572;75727
2010;júl;RIKB 11 0722;3430;13715;5422;1493;;914;1407;29546
2010;júl;RIKB 13 0517;3785;4563;2304;4483;;3053;642;58412
2010;júl;RIKB 19 0226;14900;22427;15331;9154;;8845;5452;7676
2010;júl;RIKB 25 0612;6772;14067;46566;7082;;5601;2829;5976
2010;júl;RIKH 18 1009;192493;;;;;;;
2010;júl;RIKS 15 1001;19846;884;8606;589;;712;100;149
2010;júl;RIKS 21 0414;7667;7966;8992;375;;945;489;48
2010;júl;Víxlar alls;6256;28870;1424;3287;;391;1529;32653
2010;jún;RIKB 10 1210;957;49;58;2424;;2843;572;76088
2010;jún;RIKB 11 0722;3389;12898;5962;1400;;846;1413;29858
2010;jún;RIKB 13 0517;2246;5618;3872;4511;;3143;839;59028
2010;jún;RIKB 19 0226;15205;19641;15256;9194;;8599;4442;7744
2010;jún;RIKB 25 0612;5486;11567;46357;6808;;5431;2780;6030
2010;jún;RIKH 18 1009;192493;;;;;;;
2010;jún;RIKS 15 1001;19845;884;8606;589;;712;100;149
2010;jún;RIKS 21 0414;6457;5458;4697;311;;977;449;38
2010;jún;Víxlar alls;1638;24691;1605;4210;;429;1318;38244
2010;maí;RIKB 10 1210;1025;157;58;2441;;2007;662;73294
2010;maí;RIKB 11 0722;5540;13199;6302;1144;;809;1635;25054
2010;maí;RIKB 13 0517;2182;5404;5410;4566;;3307;1018;54849
2010;maí;RIKB 19 0226;19980;17376;15366;8157;;8208;3900;7744
2010;maí;RIKB 25 0612;5569;9372;42946;7088;;5026;2269;6248
2010;maí;RIKH 18 1009;188910;;;;;;;
2010;maí;RIKS 15 1001;19845;879;8606;589;;718;100;149
2010;maí;RIKS 21 0414;7674;3423;3860;358;;733;425;38
2010;maí;Víxlar alls;955;18461;1269;3763;;292;510;51193
2010;apr;RIKB 10 1210;1267;551;472;2599;;2989;1022;64153
2010;apr;RIKB 11 0722;4521;10515;3490;1085;;780;1140;19232
2010;apr;RIKB 13 0517;5010;4787;4415;2669;;4167;1278;51784
2010;apr;RIKB 19 0226;14717;16157;11137;8567;;7622;2245;12260
2010;apr;RIKB 25 0612;6413;8953;44090;6118;;4753;1859;6337
2010;apr;RIKH 18 1009;188910;;;;;;;
2010;apr;RIKS 15 1001;19840;868;8606;574;;749;100;149
2010;apr;RIKS 21 0414;6634;2673;2550;218;;698;125;
2010;apr;Víxlar alls;356;18017;1099;3122;;366;580;52873
2010;mar;RIKB 10 1210;1124;3009;572;2592;;3056;1022;57720
2010;mar;RIKB 11 0722;3639;8881;3295;1235;;680;1140;18999
2010;mar;RIKB 13 0517;4461;4529;3852;2208;;5009;1143;51678
2010;mar;RIKB 19 0226;16629;17448;12804;6498;;5472;1434;12093
2010;mar;RIKB 25 0612;9530;10123;45706;2838;;2598;1643;6230
2010;mar;RIKH 18 1009;222360;;;;;;;
2010;mar;RIKS 15 1001;20170;867;8606;310;;773;100;149
2010;mar;Víxlar alls;1486;17788;2392;2721;;642;585;52200
2010;feb;RIKB 10 0317;7648;839;562;1391;;549;;72630
2010;feb;RIKB 10 1210;4529;4814;722;2592;;3156;1022;44040
2010;feb;RIKB 11 0722;4728;4212;2311;756;;436;895;9322
2010;feb;RIKB 13 0517;6876;3999;3842;2328;;5019;1100;49216
2010;feb;RIKB 19 0226;17422;16474;13588;6193;;5228;1224;12250
2010;feb;RIKB 25 0612;13333;9188;43470;2181;;2412;2000;2675
2010;feb;RIKH 18 1009;222360;;;;;;;
2010;feb;RIKS 15 1001;20170;867;8606;310;;773;100;149
2010;feb;Víxlar alls;1665;13657;2300;3001;;587;583;56221
2010;jan;RIKB 10 0317;7725;1613;612;1391;;642;297;72303
2010;jan;RIKB 10 1210;3107;5330;1022;2317;;3237;1461;44602
2010;jan;RIKB 11 0722;1105;1509;1068;510;;203;205;9108
2010;jan;RIKB 13 0517;7143;3924;3742;1881;;4911;700;48505
2010;jan;RIKB 19 0226;18691;15480;12887;5841;;5479;1542;12459
2010;jan;RIKB 25 0612;8041;8292;44338;1486;;1670;764;2589
2010;jan;RIKH 18 1009;222360;;;;;;;
2010;jan;RIKS 15 1001;17732;979;8606;310;;774;100;149
